slug,title,publisher,author,published,date_precision,places,topics,entities,lens,body_completeness,finance,artefact,words,ingested,url
2026-08-17-rwanda-startups-national-ai-agency-infrastructure-gaps,Rwanda: Early-Stage Startups Highlight Gaps New AI Agency Could Solve,"The New Times (Kigali), via allAfrica.com",,2026-08-17,day,RWA,gov.discourse; tech.ai; capacity.research,minict-rwanda; umva-ai; circuit-notion,,full,False,,711,2026-08-18,https://allafrica.com/stories/202608170713.html
2026-08-17-newtimes-rwanda-digital-id-enrollment-8-million,Enrollment for Digital ID surpasses 8 million - NIDA,The New Times,,2026-08-17,day,RWA,dpi.id; include.access; gov.discourse,nida-rwanda,,full,False,,626,2026-08-23,https://www.newtimes.co.rw/article/38236/news/rwanda/enrollment-for-digital-id-surpasses-8-million---nida
2026-08-17-newtimes-ai-agency-startups,Early-stage startups highlight gaps new AI agency could solve,The New Times,,2026-08-17,day,RWA,tech.ai; gov.policy; infra.capacity; tech.innovate,rwanda-national-ai-agency; ministry-ict-innovation-rwanda,,full,False,,732,2026-08-21,https://www.newtimes.co.rw/article/38230/news/rwanda/early-stage-startups-highlight-gaps-new-ai-agency-could-solve
2026-08-14-ssa-health-data-governance-literature-review,Navigating Gaps in Governance and Capacity for Equitable and Responsible Data Sharing in Health Research in Sub-Saharan Africa: A Literature Review,Data Science Journal,,2026-08-14,day,KEN; NGA; RWA; ZAF,gov.protect,,,full,False,,7943,2026-08-16,https://datascience.codata.org/articles/10.5334/dsj-2026-031
2026-08-13-why-stablecoins-are-becoming-africa-s-default-settlement-layer-of-choice,Why Stablecoins Are Becoming Africa’s Default Settlement Layer of Choice,Tech Africa News,,2026-08-13,day,GHA; NGA; ZAF; RWA; MUS,dpi.pay; gov.legislate; finance.new,bvnk; luno-nigeria; yellow-card; kora,,full,False,,1320,2026-08-16,https://techafricanews.com/2026/08/13/why-stablecoins-are-becoming-africas-default-settlement-layer-of-choice/
2026-08-13-sadc-puts-spotlight-on-ai-data-governance,SADC puts spotlight on AI data governance,ITWeb Africa,,2026-08-13,day,BWA; COM; EGY; KEN; MUS; RWA; SWZ; ZAF; ZWE; XSA,gov.regional; tech.ai,sadc; world-bank; smart-africa,,full,False,,269,2026-08-16,https://itweb.africa/article/sadc-puts-spotlight-on-ai-data-governance/JN1gP7OAw5wqjL6m
2026-08-13-rwanda-ibm-consulting-digital-transformation-ai,Rwanda Strengthens Digital Transformation Ambitions Through Engagement with IBM Consulting,IN Diplomacy (Sun Media Pte Ltd),,2026-08-13,day,RWA,finance.mou; tech.ai,ibm-consulting,,full,False,,170,2026-08-18,https://indiplomacy.com/2026/08/13/rwanda-and-ibm-consulting-discuss-opportunities-in-digital-transformation-and-responsible-ai/
2026-08-13-rwanda-google-ai-partnership-digital-transformation,Rwanda and Google engage on AI partnership to accelerate digital transformation,TechReviewAfrica,,2026-08-13,day,RWA,gov.policy; dpi.exchange; dpi.govtech; infra.cybersec; tech.ai,google,,full,False,,385,2026-08-17,https://www.techreviewafrica.com/news/6745/rwanda-and-google-engage-on-ai-partnership-to-accelerate-digital-transformation
2026-08-13-birth-registration-emerges-as-foundation-for-digital-public-infrastructure,Birth registration emerges as foundation for digital public infrastructure,Biometric Update,,2026-08-13,day,RWA; NGA; BDI; LBR; TZA; XAF,dpi.id; dpi.registry; include.access; data.statistics; gov.regional,vital-strategies; unicef; id4africa,,full,False,,1408,2026-08-16,https://www.biometricupdate.com/202608/birth-registration-emerges-as-foundation-for-digital-public-infrastructure
2026-08-13-afpif-2026-kigali-inland-connectivity-taarifa,African Peering & Interconnection Forum (AfPIF) Convenes Amid Push For Inland Connectivity,Taarifa Rwanda,,2026-08-13,day,RWA; XEA; XCA,infra.connect; gov.regional,african-ixp-association; ricta; afpif,sovereignty,full,False,,484,2026-08-19,https://taarifa.rw/2026/08/13/african-peering-interconnection-forum-afpif-convenes-amid-push-for-inland-connectivity/
2026-08-12-rwanda-internet-society-connectivity-affordability-dialogue,"Beyond Connectivity: Community Advocacy Dialogue Demands Safer, More Affordable Internet for Rwanda's Underserved Communities",Rwanda Inspirer,,2026-08-12,day,RWA,gov.discourse; include.access; include.divides,internet-society; internet-society-rwanda-chapter; adventist-university-of-central-africa,,full,False,,889,2026-08-18,https://rwandainspirer.com/beyond-connectivity-community-advocacy-dialogue-demands-safer-more-affordable-internet-for-rwandas-underserved-communities/
2026-08-11-giz-smart-africa-digital-sovereignty-interview,'The old Africa does not exist anymore',GIZ (Deutsche Gesellschaft für Internationale Zusammenarbeit),,2026-08-11,day,XAF; RWA; GHA; BEN; KEN,gov.regional; dpi.id; geopol.eu,smart-africa; giz; african-union,sovereignty,full,False,,2000,2026-08-19,https://www.giz.de/en/newsroom/storys/interview-herken-kone-smart-africa-digital-sovereignty
2026-08-10-itweb-planet-rwanda-national-satellite-data-program,Planet and the Government of Rwanda launch first-of-its-kind national satellite data program in Africa,ITWeb Africa,,2026-08-10,day,RWA,data.satellite; digital.rural,planet-labs; rwanda-space-agency,,full,False,,248,2026-08-11,https://itweb.africa/article/planet-and-the-government-of-rwanda-launch-first-of-its-kind-national-satellite-data-program-in-africa/nWJadMbNDxlMbjO1
2026-08-07-rwanda-cma-africa-prudential-capital-markets-mou,CMA Rwanda Partners With Nigeria's Africa Prudential to Advance Capital Markets Development,RADIOTV10,,2026-08-07,day,RWA; NGA,finance.mou; dpi.exchange,cma-rwanda; africa-prudential,,full,False,,338,2026-08-18,https://radiotv10.rw/en/cma-rwanda-partners-with-nigerias-africa-prudential-to-advance-capital-markets-development/
2026-08-06-risa-government-of-rwanda-enterprise-architecture-framework-v2-1,Government of Rwanda Enterprise Architecture Framework (Version 2.1),Rwanda Information Society Authority,,2026-08-06,day,RWA,gov.standards; dpi.exchange; dpi.govtech,rwanda-information-society-authority,sovereignty,excerpt,False,2026-08-06-risa-government-of-rwanda-enterprise-architecture-framework-v2-1.pdf,1321,2026-08-06,https://risa.prod.risa.rw/fileadmin/user_upload/RISA/Publications/1.Guidelines/GOR_s_Enterprise_Architecture_Framework.pdf
2026-08-06-how-african-cities-are-building-smart-infrastructure,How African Cities Are Building Smart Infrastructure (and the Gaps Left Behind),TechTrends Africa,,2026-08-06,day,XAF; RWA; NGA; KEN,digital.localgov; dpi.govtech; infra.connect; include.divides,konza-technopolis,,full,False,,1022,2026-08-08,https://techtrends.africa/african-cities-are-building-smart-infrastructure/
2026-08-06-comesa-consultations-regional-ai-digital-inclusion-strategies,Consultations Held to Shape Regional Artificial Intelligence & Digital Inclusion Strategies in COMESA,COMESA,,2026-08-06,day,XEA; XSA; RWA,gov.regional; tech.ai; include.divides,comesa; world-bank; idea-mpa,,full,False,,494,2026-08-08,https://www.comesa.int/consultations-held-to-shape-regional-artificial-intelligence-digital-inclusion-strategies-in-comesa/
2026-08-05-rw-csirt-about,About Rw-CSIRT,"National Cyber Security Authority, Rwanda",,2026-08-05,day,RWA,infra.cybersec,rwanda-national-cyber-security-authority; rwanda-development-board,,full,False,,640,2026-08-05,https://cyber.gov.rw/rw-csirt/about-rw-csirt/
2026-08-05-risa-government-of-rwanda-enterprise-architecture-standards,Government of Rwanda Enterprise Architecture Standards,Rwanda Information Society Authority,,2026-08-05,day,RWA,gov.standards; dpi.exchange,rwanda-information-society-authority,sovereignty,full,False,2026-08-05-risa-government-of-rwanda-enterprise-architecture-standards.pdf,2654,2026-08-05,https://www.risa.gov.rw/index.php?eID=dumpFile&f=65362&t=f&token=0780b0c2175301a3d3ad2d1ac99bb3e93636c5bc
2026-08-05-risa-data-center-and-cloud-services-directives,Data Center and Cloud Services Directives,Rwanda Information Society Authority,,2026-08-05,day,RWA,infra.store; gov.standards,rwanda-information-society-authority,,full,False,,48713,2026-08-05,https://guidelines.risa.gov.rw/books/data-center-and-cloud-services-directives
2026-08-05-digital-payment-services-users-increase-166-after-ekash-roll-out-in-rwanda,Digital payment services users increase 166% after eKash roll out in Rwanda,The Nation News Rwanda,,2026-08-05,day,RWA,dpi.pay; include.access,ekash; national-bank-of-rwanda,,full,False,,289,2026-08-08,https://nation.co.rw/digital-payment-services-users-increase-166-after-ekash-roll-out-in-rwanda
2026-08-05-bnr-press-release-performance-of-ekash,Press Release — Update on the Performance of eKash,National Bank of Rwanda,,2026-08-05,day,RWA,dpi.pay,national-bank-of-rwanda; ekash,,full,False,2026-08-05-bnr-press-release-performance-of-ekash.pdf,480,2026-08-10,https://www.bnr.rw/documents/Press_Release-_Update_on_the_Performance_of_eKash_Aug_2026.pdf
2026-08-04-rwanda-highlights-ai-policy-progress-as-comesa-seeks-regional-framework,Rwanda highlights AI policy progress as COMESA seeks regional framework - Rwanda inspirer,Rwanda inspirer,,2026-08-04,day,XEA; XSA; RWA,gov.regional; gov.policy; tech.ai,comesa; idea-mpa,,full,False,,601,2026-08-08,https://rwandainspirer.com/rwanda-highlights-ai-policy-progress-as-comesa-seeks-regional-framework/
2026-08-03-rwanda-institute-of-computing-five-things,Five things to know about upcoming Rwanda Institute of Computing,The New Times,Aurore Teta Ufitiwabo,2026-08-03,day,RWA,capacity.training; capacity.research; tech.ai; infra.cybersec,rwanda-institute-of-computing; university-of-rwanda; rwanda-coding-academy,,full,False,,671,2026-08-04,https://www.newtimes.co.rw/article/37884/news/technology/five-things-to-know-about-upcoming-rwanda-institute-of-computing
2026-08-03-rwanda-imibereho-social-registry-appeals,"360,000 claims in new social registry handled since 2024",The New Times,,2026-08-03,day,RWA,dpi.id,imibereho-social-registry-rwanda; rwanda-social-security-board; rwanda-revenue-authority,,full,False,,764,2026-08-11,https://www.newtimes.co.rw/article/37878/news/rwanda/360000-claimsin-new-social-registryhandled-since-2024
2026-08-03-rwanda-development-bank-venture-debt-fund,Why Rwanda’s development bank is backing a $6 million venture debt fund,TechCabal,,2026-08-03,day,RWA,tech.innovate; finance.new,development-bank-of-rwanda; african-guarantee-fund,,full,False,,2657,2026-08-04,https://techcabal.com/2026/08/03/rwanda-debt-6-million/
2026-08-03-muhizi-njila-africa-ai-risk-misread-rwanda-execution-stack,Africa's Biggest AI Risk Isn't Being Left Behind. It's Being Misread.,LinkedIn (self-published),Innocent Bagamba Muhizi and Hinsley Njila,2026-08-03,day,RWA; XAF,tech.ai; gov.policy; dpi.exchange; capacity.training,anthropic; world-bank,sovereignty,full,False,,1292,2026-08-03,https://www.linkedin.com/pulse/africas-biggest-ai-risk-isnt-being-left-behind-its-misread-njila-3zj4c/
2026-08-03-mtn-rwanda-volte-rollout,MTN Rwanda Rolls Out VoLTE to Enhance Mobile Voice Experience,Tech Africa News,,2026-08-03,day,RWA,infra.connect,mtn-rwanda,,full,False,,180,2026-08-04,https://techafricanews.com/2026/08/03/mtn-rwanda-rolls-out-volte-to-enhance-mobile-voice-experience/
2026-08-03-ekash-interoperability-drives-sixfold-growth-in-digital-transactions,eKash Interoperability Drives Sixfold Growth in Digital Transactions,radiotv10.rw,,2026-08-03,day,RWA,dpi.pay; gov.discourse; include.access,ekash; rswitch-rwanda; national-bank-of-rwanda,,full,False,,507,2026-08-08,https://radiotv10.rw/en/ekash-interoperability-drives-sixfold-growth-in-digital-transactions/
2026-08-03-eaco-regional-communications-sector-statistics-report-2025,EACO Regional Communications Sector Statistics Report 2026 (Data Period: 2024–2025),East African Communications Organisation (EACO),,2026-08-03,day,XEA; KEN; TZA; UGA; RWA; BDI; SSD; COD,data.statistics; infra.connect; dpi.pay; gov.standards; gov.regional,eaco; itu; gsma,,excerpt,False,2026-08-03-eaco-regional-communications-sector-statistics-report-2025.pdf,1464,2026-08-09,https://admin.eaco.int/assets/e774142a-21fd-48e2-bdfd-3309d7d559d7?download=EACO%20Regional%20Communications%20Sector%20Statistics%20Report%202025.pdf
2026-08-02-mtn-mobile-money-faces-scrutiny-over-fees-as-rwandas-digital-economy-expands,Rwanda’s Digital Payments Gain Momentum as eKash Expands Interoperability,Taarifa Rwanda,,2026-08-02,day,RWA,dpi.pay; gov.discourse,ekash; rswitch-rwanda; national-bank-of-rwanda; mtn-rwanda; rura-rwanda,,full,False,,536,2026-08-08,https://taarifa.rw/2026/08/02/mtn-mobile-money-faces-scrutiny-over-fees-as-rwandas-digital-economy-expands/
2026-08-02-bpr-bank-rwanda-and-mtn-momo-rwanda-launch-mofaya-digital-loan-and-savings-solution,BPR Bank Rwanda and MTN MoMo Rwanda Launch MoFaya Digital Loan and Savings Solution,Taarifa Rwanda,,2026-08-02,day,RWA,dpi.pay; include.access,mtn-rwanda; bpr-bank-rwanda,,full,False,,207,2026-08-08,https://taarifa.rw/2026/08/02/bpr-bank-rwanda-and-mtn-momo-rwanda-launch-mofaya-digital-loan-and-savings-solution
2026-08-01-undp-rwanda-q2-ai-trust-safety-canada-support,"Intambwe — Issue 2, 2026 (UNDP Rwanda quarterly newsletter)",UNDP Rwanda,,2026-08-01,month,RWA,tech.ai; dpi.govtech; gov.protect; capacity.training,global-affairs-canada,,excerpt,False,,794,2026-08-17,https://www.undp.org/sites/g/files/zskgke326/files/2026-08/intambwe_q2_26.pdf
2026-08-01-east-africa-ai-industry-hidden-dependency,East-Africa's “AI Industry” Has a Hidden Dependency - KT PRESS,KT Press,James Kaliisa,2026-08-01,day,XEA; RWA,tech.ai; infra.store; infra.capacity; gov.discourse,teraco,sovereignty,full,False,,656,2026-08-04,https://www.ktpress.rw/2026/08/east-africas-ai-industry-has-a-hidden-dependency/
2026-07-31-ekash-airtel-money-struggles-rural-users,"eKash Was Designed to Bridge the Digital Divide, But Airtel Money's Struggles Risk Leaving Rural Users Behind",Taarifa Rwanda,,2026-07-31,day,RWA,dpi.pay; include.divides; gov.discourse,national-bank-of-rwanda; airtel-rwanda; airtel-money; mtn-rwanda; rura-rwanda; ekash,,full,False,,1062,2026-07-31,https://taarifa.rw/2026/07/31/ekash-was-designed-to-bridge-the-digital-divide-but-airtel-moneys-struggles-risk-leaving-rural-users-behind/
2026-07-31-eac-unified-digital-market-vision,Vision Behind East Africa's Quest for Unified Digital Market,Sputnik Africa,,2026-07-31,day,XEA; RWA,gov.regional; gov.discourse; gov.policy,eac; east-africa-business-and-investment-advisory-council,,full,False,,403,2026-08-01,https://en.sputniknews.africa/20260731/vision-behind-east-africas-quest-for-unified-digital-market-1087967630.html
2026-07-30-world-bank-nine-year-rwanda-financing-framework,World Bank Poised to Roll Out New 9-Year Rwanda Financing Framework,KT Press,,2026-07-30,day,RWA,finance.new; gov.policy; infra.connect,world-bank; government-of-rwanda; ifc; miga,,full,False,,612,2026-07-31,https://www.ktpress.rw/2026/07/world-bank-poised-to-roll-out-new-9-year-rwanda-financing-framework/
2026-07-30-the-compliance-cost-can-africa-build-a-regulatory-home-for-its-fintechs,The Compliance Cost: Can Africa Build a Regulatory Home for Its Fintechs?,Tech Africa News,,2026-07-30,day,XAF; NGA; KEN; GHA; RWA,gov.legislate; dpi.pay; gov.regional; tech.innovate; gov.discourse,african-tax-administration-forum; itu; cbn; bank-of-ghana; national-bank-of-rwanda; sec-nigeria,,full,False,,1392,2026-07-30,https://techafricanews.com/2026/07/30/the-compliance-cost-can-africa-build-a-regulatory-home-for-its-fintechs/
2026-07-30-rwanda-turns-digital-public-infrastructure-into-a-continental-growth-strategy,Rwanda turns digital public infrastructure into a continental growth strategy,Biometric Update,,2026-07-30,day,RWA,dpi.exchange; gov.regional; dpi.pay; dpi.govtech; gov.policy,rwanda-information-society-authority; rwanda-dpi-strategy; cdpi; ekash; rswitch-rwanda; irembo,sovereignty,full,False,,1201,2026-07-30,https://www.biometricupdate.com/202607/rwanda-turns-digital-public-infrastructure-into-a-continental-growth-strategy
2026-07-30-rwanda-moves-to-end-legacy-networks,Rwanda moves to end legacy networks,ITWeb Africa,,2026-07-30,day,RWA,infra.connect; include.divides; gov.policy,minict-rwanda; rura-rwanda,,full,False,,480,2026-07-30,https://www.itweb.africa/article/rwanda-moves-to-end-legacy-networks/rxP3jMBE2xl7A2ye
2026-07-30-rwanda-3g-sunset-2027,"Rwanda to sunset 3G in 2027, 2G exit to follow",Connecting Africa,,2026-07-30,day,RWA,infra.connect; gov.policy; include.divides,minict-rwanda; rura-rwanda; mtn-rwanda; airtel-rwanda,,full,False,,564,2026-07-30,https://www.connectingafrica.com/connectivity/rwanda-to-sunset-3g-in-2027-2g-exit-to-follow
2026-07-30-new-africa-tech-policy-insights-on-nigeria-rwanda-and-zambia,"New Africa Tech Policy Insights on Nigeria, Rwanda, and Zambia - ICTworks | East African Policy Observer",East African Policy Observer,,2026-07-30,day,RWA; NGA; ZMB,gov.policy; gov.legislate; infra.cybersec,carnegie-endowment; african-telecommunications-union; zambia-cyber-security-agency; cipesa; paradigm-initiative,,full,False,,917,2026-08-08,https://eastafricanpolicyobserver.org/commentary/new-africa-tech-policy-insights-on-nigeria-rwanda-and-zambia-ictworks/
2026-07-30-implementation-strategies-to-promote-e-tracker-use-in-childhood-immunization-rwanda,Frontiers | Implementation strategies to promote e-Tracker use in the childhood immunization program in Rwanda – a mixed methods study,Frontiers,,2026-07-30,day,RWA,dpi.exchange; dpi.mis; gov.standards,dhis2; nida-rwanda,,full,False,,8394,2026-08-08,https://www.frontiersin.org/journals/health-services/articles/10.3389/frhs.2026.1816682/full
2026-07-30-digital-trust-ai-oversight-rwanda-internet-governance-forum,Digital trust and AI oversight dominate discussions at Rwanda Internet Governance Forum,Rwanda Inspirer,Elias Hakizimana,2026-07-30,day,RWA,gov.discourse; tech.ai; gov.policy,ricta; rwigf; smart-africa; undp; minict-rwanda,,full,False,,985,2026-07-31,https://rwandainspirer.com/digital-trust-and-ai-oversight-dominate-discussions-at-rwanda-internet-governance-forum/
2026-07-30-cipit-east-african-ai-policy-outlook-report,East African Artificial Intelligence Policy Outlook Report,CIPIT - Strathmore University,,2026-07-30,day,KEN; RWA; TZA; UGA; XEA,tech.ai; gov.policy; gov.legislate; gov.protect; gov.regional,cipit; strathmore-university; eac; african-union,,full,False,2026-07-30-cipit-east-african-ai-policy-outlook-report.pdf,305,2026-07-30,https://cipit.strathmore.edu/east-african-artificial-intelligence-policy-outlook-report/
2026-07-30-afrisparc-local-evidence-high-risk-ai-diagnostics-south-africa,"How much local evidence, and what type of evidence, should be required before an externally developed high-risk AI diagnostic system can be responsibly deployed in a South African health setting under conditions of significant uncertainty?",Africa Strategic Policy and AI Resource Centre (AFRI-SPARC),"Devansh Gupta, Rufaro Nyakudya, Eylaf Elnour, Imran Ambello and Ifeoma Ilechukwu",2026-07-30,day,ZAF; RWA; KEN; NGA; GHA; XAF,tech.ai; gov.standards; gov.legislate; gov.protect; gov.discourse,afri-sparc; sahpra; hpcsa; rwanda-fda; world-health-organization; african-union,sovereignty,excerpt,False,2026-07-30-afrisparc-local-evidence-high-risk-ai-diagnostics-south-africa.pdf,7596,2026-08-04,https://afrisparc.org/
2026-07-29-zimbabwe-rwanda-border-technology-obms-immigration,Rwanda eyes Zimbabwe's border technology to strengthen immigration systems,ZBC News,,2026-07-29,day,ZWE; RWA,dpi.exchange; dpi.id; gov.regional; dpi.govtech,department-of-immigration-zimbabwe; obms-zimbabwe; rwanda-directorate-general-of-immigration-and-emigration,,excerpt,False,,382,2026-07-31,https://www.zbcnews.co.zw/rwanda-eyes-zimbabwes-border-technology-to-strengthen-immigration-systems/
2026-07-29-rwanda-june-2027-deadline-retire-3g,"Rwanda sets June 2027 deadline to retire 3G, clearing spectrum for 4G and 5G",CNBC Africa,,2026-07-29,day,RWA,infra.connect; gov.policy; include.divides,minict-rwanda; rura-rwanda; mtn-rwanda; airtel-rwanda,,full,False,,644,2026-07-31,https://www.cnbcafrica.com/2026/rwanda-sets-june-2027-deadline-to-retire-3g-clearing-spectrum-for-4g-and-5g
2026-07-29-how-africa-can-become-the-worlds-ai-outsourcing-hub,"How Africa Can Become The World's AI Outsourcing Hub, Just As India Dominated IT Services",TechTrends Africa,,2026-07-29,day,NGA; KEN; RWA; GHA; EGY; XAF,tech.ai; tech.industry; capacity.training,sama; andela; konza-technopolis,colonialism,full,False,,817,2026-07-30,https://techtrends.africa/africa-can-become-the-worlds-ai-outsourcing-hub/
