slug,title,publisher,author,published,date_precision,places,topics,entities,lens,body_completeness,finance,artefact,words,ingested,url
2026-08-25-liberia-regles-marche-telecoms-satellite-wearetech,"Licences, taxes, services... : le Liberia definit les regles du marche des telecoms par satellite",wearetech.africa,,2026-08-25,day,LBR,gov.policy; infra.connect; infra.cybersec,lta-liberia,sovereignty,full,False,,803,2026-08-25,https://www.wearetech.africa/fr/fils/actualites/telecom/licences-taxes-services--le-liberia-definit-les-regles-du-marche-des-telecoms-par-satellite
2026-08-22-liberia-lnp-starlink-vehicle-procurement-fpa,"Liberia: LNP Denies Starlink Use, Clarifies Vehicle Procurement Amid Public Questions",FrontPage Africa,,2026-08-22,day,LBR,infra.connect; gov.discourse,liberia-national-police; libtelco; starlink,,full,False,,650,2026-08-25,https://frontpageafricaonline.com/liberia-lnp-denies-starlink-use-clarifies-vehicle-procurement-amid-public-questions/
2026-08-21-liberian-observer-liberia-five-others-benefit-us-5,"Liberia, five others benefit from US$5.3m AfDB tax administration project",Liberian Observer,,2026-08-21,day,LBR,finance.new; dpi.govtech; gov.regional,african-development-bank; west-african-tax-administration-forum; ecowas,,full,False,,629,2026-08-23,https://www.liberianobserver.com/business/liberia-five-others-benefit-from-us-5-3m-afdb-tax-administration-project/article_09a09868-8c9e-49c2-ad5e-1dcf6a739fe8.html
2026-08-20-wearetech-liberia-cybercrime-data-protection-laws,Le Liberia adopte les lois sur la cybercriminalité et la protection des données,wearetech.africa,,2026-08-20,day,LBR,gov.legislate; gov.protect; infra.cybersec,ministry-of-posts-and-telecommunications-liberia; liberia-cybercrime-act-2025; liberia-data-protection-act-2026,,full,False,,399,2026-08-20,https://www.wearetech.africa/fr/fils/actualites/gestion-publique/le-liberia-adopte-les-lois-sur-la-cybercriminalite-et-la-protection-des-donnees
2026-08-20-tech-africa-liberia-enacts-cybercrime-data-protection-laws,Liberia enacts cybercrime and data protection laws,We Are Tech Africa,,2026-08-20,day,LBR,gov.legislate; gov.protect; infra.cybersec,government-of-liberia; ministry-of-posts-and-telecommunications-liberia,,full,False,,274,2026-08-23,https://www.wearetech.africa/en/fils-uk/news/public-management/liberia-enacts-cybercrime-and-data-protection-laws
2026-08-20-smart-news-lra-unveils-new-strategic-plan-liberia,LRA unveils new strategic plan as Liberia moves toward historic US$1 billion revenue mark,Smart News Liberia,,2026-08-20,day,LBR,dpi.govtech; gov.policy; dpi.exchange,liberia-revenue-authority; ministry-of-finance-and-development-planning-liberia; asycuda,,full,False,,969,2026-08-23,https://smartnewsliberia.com/lra-unveils-new-strategic-plan-as-liberia-moves-toward-historic-us1-billion-revenue-mark/
2026-08-20-profile-daily-wataf-launches-afdb-financed-us-5,WATAF launches AfDB-financed US$5.3m project,In Profile Daily,,2026-08-20,day,XWA; BFA; GMB; GIN; GNB; LBR; SLE,finance.new; dpi.govtech; gov.regional,wataf; african-development-bank; ecowas,,full,False,,871,2026-08-23,https://inprofiledailynews.com/wataf-launches-afdb-financed-us5-3m-project/
2026-08-20-lra-corporate-strategic-plan-2025-2029,"Liberia Revenue Authority — Corporate Strategic Plan 2025–2029 (\""Moving to Billions: Mobilizing Domestic Resources for Fiscal Sustainability\"")",Liberia Revenue Authority,,2026-08-20,day,LBR,gov.policy; dpi.govtech; dpi.exchange,liberia-revenue-authority; ministry-of-finance-and-development-planning-liberia; asycuda,,excerpt,False,2026-08-20-lra-corporate-strategic-plan-2025-2029.pdf,1654,2026-08-23,https://revenue.lra.gov.lr/wp-content/uploads/2026/04/LRA-CSP-2025-Final.pdf
2026-08-20-agenceecofin-liberia-satellite-cadre-reglementaire,Communications par satellite : le Liberia renforce son cadre réglementaire,Agence Ecofin,,2026-08-20,day,LBR,gov.legislate; infra.connect,lta-liberia; starlink,,full,False,,465,2026-08-20,https://www.agenceecofin.com/actualites-numerique/2008-140947-communications-par-satellite-le-liberia-renforce-son-cadre-reglementaire
2026-08-19-liberianobserver-cbl-governor-cyber-resilience,"CBL Governor Calls for Stronger Regional Banking Supervision, Cyber Resilience",Liberian Observer,,2026-08-19,day,LBR,gov.regional; infra.cybersec; dpi.pay,central-bank-of-liberia; cswamz; pay-na-na,,full,False,,415,2026-08-21,https://www.liberianobserver.com/business/cbl-governor-calls-for-stronger-regional-banking-supervision-cyber-resilience/article_44277197-862f-4006-b315-bf940e33395c.html
2026-08-19-liberia-lta-satellite-communications-guidelines-pdf,Satellite Communications Guidelines (LTA-GL-002-2026),Liberia Telecommunications Authority,,2026-08-19,day,LBR,infra.connect; gov.legislate,lta-liberia,,full,False,,2371,2026-08-20,https://lta.gov.lr/wp-content/uploads/2026/03/SATELLITE-COMMUNICATIONS-GUIDELINES.clean_.fv_.2.25.26-FINAL-VERSION.pdf
2026-08-19-liberia-lta-satellite-communications-framework,"LTA Signs New Satellite Framework, Targets Digital Access Across Liberia",Liberian Observer,,2026-08-19,day,LBR,infra.connect; gov.legislate,lta-liberia,,full,False,,1168,2026-08-20,https://www.liberianobserver.com/news/lta-signs-new-satellite-framework-targets-digital-access-across-liberia/article_e178022e-dcdf-47e5-a31b-9abefbb594c2.html
2026-08-19-liberia-excellent-20-mini-buses-5-cargo-trucks,20 mini buses and 5 cargo trucks dedicated to revolutionize public transit and agriculture in Liberia,Liberia Excellent News,,2026-08-19,day,LBR,dpi.pay; finance.new; infra.store,national-transit-authority-liberia; labora-liberia,,full,False,,668,2026-08-23,https://liberiaexcellentnews.com/20-mini-buses-and-5-cargo-trucks-dedicated-to-revolutionize-public-transit-and-agriculture-in-liberia/
2026-08-18-undp-undp-ministry-local-government-strengthen-partnership,UNDP and Ministry of Local Government Strengthen Partnership to Advance Decentralization in Liberia,UNDP,,2026-08-18,day,LBR,dpi.govtech; include.access; finance.mou,undp; ministry-of-local-government-liberia,,full,False,,622,2026-08-23,https://www.undp.org/liberia/press-releases/undp-and-ministry-local-government-strengthen-partnership-advance-decentralization-liberia
2026-08-18-undp-nec-approves-new-communications-strategy-boost,NEC Approves New Communications Strategy to Boost Transparency and Trust,UNDP,,2026-08-18,day,LBR,gov.policy; gov.discourse,national-elections-commission-liberia; undp; european-union,,full,False,,599,2026-08-23,https://www.undp.org/liberia/press-releases/nec-approves-new-communications-strategy-boost-transparency-and-trust
2026-08-18-liberia-ppp-digital-id-osd,Liberia advances PPP-backed digital ID rollout with OSD,Biometric Update,,2026-08-18,day,LBR,dpi.id; finance.mou,austrian-state-printing-house; national-identification-registry-liberia,sovereignty,full,False,,717,2026-08-19,https://www.biometricupdate.com/202608/liberia-advances-ppp-backed-digital-id-rollout-with-osd
2026-08-17-liberia-biometric-id-austrian-firm-ppp,Liberia Picks Austrian Firm for New Biometric ID System,The New Dawn (Liberia),,2026-08-17,day,LBR,finance.new; dpi.id,national-identification-registry-liberia; liberia-telecommunications-authority,sovereignty,full,False,,521,2026-08-18,https://www.thenewdawnliberia.com/liberia-picks-austrian-firm-for-new-biometric-id-system/
2026-08-16-liberia-motorcycle-union-digital-liberia-mou,"Motorcycle Union, Digital Liberia Sign Deal to Track Riders, Combat Theft",The New Dawn (Liberia),,2026-08-16,day,LBR,finance.mou; dpi.id,digital-liberia; m-fomtul,,full,False,,574,2026-08-18,https://www.thenewdawnliberia.com/motorcycle-union-digital-liberia-sign-deal-to-track-riders-combat-theft/
2026-08-16-africanenda-liberia-instant-payment-system-73-days-webinar,"Bringing every stakeholder to the table isn't easy, but it's possible with the right approach (CCAF webinar clip on Liberia's instant payment system rollout)",AfricaNenda Foundation,,2026-08-16,day,LBR,dpi.pay; gov.policy,africanenda; central-bank-of-liberia; ccaf; gates-foundation,,excerpt,False,,526,2026-08-19,https://www.linkedin.com/posts/africanenda_bringing-every-stakeholder-to-the-table-isnt-activity-7494679350248820736--7a1
2026-08-14-liberia-cbl-collateral-registry-launch,Central Bank of Liberia Prepares to Launch Collateral Registry,Liberia Broadcasting System (ELBC),,2026-08-14,day,LBR,dpi.exchange; gov.standards,central-bank-of-liberia,,full,False,,236,2026-08-18,https://elbcnews.com/2026/08/14/central-bank-of-liberia-prepares-to-launch-collateral-registry/
2026-08-13-liberia-unicef-unfpa-ureport-relaunch,"UNICEF, UNFPA Relaunch U-Report",The New Dawn (Liberia),,2026-08-13,day,LBR,gov.discourse; include.access,unicef; unfpa; u-report,,full,False,,584,2026-08-18,https://www.thenewdawnliberia.com/unicef-unfpa-relaunch-u-report/
2026-08-13-liberia-rolls-out-digital-telecom-licensing-system-telecom-review-africa,Liberia Rolls Out Digital Telecom Licensing System - Telecom Review Africa,Africa Telecom Review,,2026-08-13,day,LBR,infra.connect; gov.legislate; tech.innovate; capacity.training,,,full,False,,246,2026-08-16,https://www.telecomreviewafrica.com/articles/general-news/29074-liberia-rolls-out-digital-telecom-licensing-system/
2026-08-13-liberia-launches-automated-telecom-licensing-renewal-system,"Liberia launches automated telecom licensing, renewal system",Connecting Africa,,2026-08-13,day,LBR,gov.legislate,,,full,False,,434,2026-08-16,https://www.connectingafrica.com/connectivity/liberia-launches-automated-telecom-licensing-renewal-system
2026-08-13-birth-registration-emerges-as-foundation-for-digital-public-infrastructure,Birth registration emerges as foundation for digital public infrastructure,Biometric Update,,2026-08-13,day,RWA; NGA; BDI; LBR; TZA; XAF,dpi.id; dpi.registry; include.access; data.statistics; gov.regional,vital-strategies; unicef; id4africa,,full,False,,1408,2026-08-16,https://www.biometricupdate.com/202608/birth-registration-emerges-as-foundation-for-digital-public-infrastructure
2026-08-12-liberia-sierra-leone-digital-transformation-cooperation,Liberia and Sierra Leone Deepen Cooperation on Digital Transformation and E-Governance,TechAfrica News,,2026-08-12,day,LBR; SLE,gov.regional; dpi.govtech,liberia-telecommunications-authority; sierra-leone-national-public-procurement-authority; liberia-public-procurement-and-concessions-commission,,full,False,,168,2026-08-16,https://techafricanews.com/2026/08/12/liberia-and-sierra-leone-deepen-cooperation-on-digital-transformation-and-e-governance/
2026-08-11-liberia-think-liberia-build-capacity-editorial,"Liberia: Think Liberia, Build Liberia's Capacity, Leveraging the World",Liberian Observer (via AllAfrica),,2026-08-11,day,LBR,gov.discourse; capacity.training,liberia-ministry-of-transport; national-identification-registry-liberia,sovereignty,full,False,,824,2026-08-18,https://allafrica.com/stories/202608110422.html
2026-08-11-liberia-lla-national-spatial-data-infrastructure,LLA Takes Liberia's Land Modernization Drive to UN Geospatial Forum,Liberian Observer,,2026-08-11,day,LBR,dpi.exchange; gov.standards,liberia-land-authority; un-ggim,,full,False,,670,2026-08-18,https://www.liberianobserver.com/news/lla-takes-liberia-s-land-modernization-drive-to-un-geospatial-forum/article_6395fd70-5dfc-496a-bc1c-944a19aff053.html
2026-08-11-liberia-gac-audit-undelivered-digital-lending-platform,"Liberia: Auditor General Cites Missing Audit Committee, Non-Competitive Procurement, Unverified Assets, Delayed Projects and Undelivered Digital Lending Platform",FrontPage Africa,,2026-08-11,day,LBR,gov.discourse; dpi.mis,general-auditing-commission-liberia; star-p; cititrust-savings-and-loans; world-bank; ifad,,full,False,,1020,2026-08-18,https://frontpageafricaonline.com/liberia-auditor-general-cites-missing-audit-committee-non-competitive-procurement-unverified-assets-delayed-projects-and-undelivered-digital-lending-platform/
2026-08-11-liberia-education-digital-school-permit-system,"Education Ministry Advances Digital School Permit System, While Funding Provided To Renovate Public Schools",News Public Trust (Liberia),,2026-08-11,day,LBR,dpi.govtech; gov.policy,liberia-ministry-of-education,,full,False,,328,2026-08-18,https://newspublictrust.com/education-ministry-advances-digital-school-permit-system-while-funding-provided-to-renovate-public-schools
2026-08-10-liberia-moh-crvs-day-digitalisation,MOH Celebrates African CRVS Day,"Ministry of Health, Republic of Liberia",,2026-08-10,day,LBR,dpi.exchange; dpi.id,ministry-of-health-liberia,,full,False,,697,2026-08-18,http://moh.gov.lr/news/2026/moh-celebrates-african-crvs-day/
2026-08-07-liberias-e-gp-system-becomes-regional-model,Liberia's e-GP System Becomes Regional Model,Liberian Observer,,2026-08-07,day,LBR; SLE,dpi.govtech; gov.regional,ppcc-liberia; nppa-sierra-leone; african-development-bank; world-bank,,full,False,,602,2026-08-08,https://www.liberianobserver.com/news/liberia-s-e-gp-system-becomes-regional-model/article_578f3d8d-5076-43c2-8d63-594282d1476a.html
2026-08-06-liberia-undp-nec-media-literacy-drive,"UNDP, NEC Launch Media Literacy Drive to Equip Liberian Youth Against Misinformation Ahead of Future Elections",FrontPage Africa,,2026-08-06,day,LBR,capacity.literacy; gov.discourse,undp,,full,False,,784,2026-08-11,https://fpa.news/undp-nec-launch-media-literacy-drive-to-equip-liberian-youth-against-misinformation-ahead-of-future-elections/
2026-08-06-liberia-csa-monthly-enewsletter,"CSA Launches Monthly E-Newsletter to Boost Transparency, Public Engagement",Liberian Observer,,2026-08-06,day,LBR,dpi.govtech; gov.discourse,civil-service-agency-liberia,,full,False,,655,2026-08-11,https://www.liberianobserver.com/news/csa-launches-monthly-e-newsletter-to-boost-transparency-public-engagement/article_3f277f5c-da8f-43c6-91b4-405f0c91c464.html
2026-08-05-liberia-ppcc-ict-equipment-egp-phase-two,PPCC Rolls Out ICT Equipment for Phase Two of e-GP System,Liberian Observer,,2026-08-05,day,LBR,dpi.govtech; infra.capacity,ppcc-liberia; lta-liberia,,full,False,,596,2026-08-11,https://www.liberianobserver.com/news/ppcc-rolls-out-ict-equipment-for-phase-two-of-e-gp-system/article_d2a4d198-790e-4364-bc97-e335eaaaa7c5.html
2026-08-05-liberia-egp-vendor-registrations,"Liberia Registers Over 1,200 Vendors on Electronic Government Procurement Platform",Tech Africa News,,2026-08-05,day,LBR,dpi.govtech,ppcc-liberia; lta-liberia,,full,False,,144,2026-08-05,https://techafricanews.com/2026/08/05/liberia-registers-over-1200-vendors-on-electronic-government-procurement-platform/
2026-08-05-africas-digital-payment-revolution-why-liberia-must-move-faster-on-inclusive-instant-payment-systems,Africa's Digital Payment Revolution: Why Liberia Must Move Faster on Inclusive Instant Payment Systems,Liberian Observer,,2026-08-05,day,LBR,dpi.pay; include.access; gov.discourse,africanenda; pay-na-na; central-bank-of-liberia,,full,False,,1606,2026-08-08,https://www.liberianobserver.com/business/africa-s-digital-payment-revolution-why-liberia-must-move-faster-on-inclusive-instant-payment-systems/article_78def9c4-1c3a-4997-80e5-76002c64d288.html
2026-08-04-lta-revenue-secrecy-raises-transparency-questions,LTA's Revenue Secrecy Raises Transparency Questions,Liberian Observer,,2026-08-04,day,LBR,gov.discourse; data.open; gov.policy,lta-liberia; center-for-transparency-and-accountability-in-liberia; ministry-of-information-liberia,,full,False,,851,2026-08-04,https://www.liberianobserver.com/news/lta-s-revenue-secrecy-raises-transparency-questions/article_74b3f662-6af5-4871-8ec9-656979942bd1.html
2026-08-03-undp-liberia-digital-future-investments-in-people,Liberia's Digital Future Will Be Defined by the Investments We Make in People Today,United Nations Development Programme,,2026-08-03,day,LBR,capacity.training; tech.ai; tech.innovate; dpi.govtech,undp; otdi-liberia; university-of-liberia; orange-liberia,,full,False,,979,2026-08-05,https://www.undp.org/liberia/blog/liberias-digital-future-will-be-defined-investments-we-make-people-today
2026-08-03-undp-liberia-digital-citizenship-information-integrity,Young Liberians Strengthen Digital Citizenship and Information Integrity to Safeguard Democracy,United Nations Development Programme,,2026-08-03,day,LBR,capacity.literacy; capacity.training,undp; national-elections-commission-liberia; press-union-of-liberia; local-voices-liberia,,full,False,,771,2026-08-05,https://www.undp.org/liberia/press-releases/young-liberians-strengthen-digital-citizenship-and-information-integrity-safeguard-democracy
2026-08-03-revenue-secrecy-at-lta-raises-alarm,Revenue secrecy at LTA raises alarm,Smart News Liberia,,2026-08-03,day,LBR,gov.discourse; data.open; infra.connect,lta-liberia,,full,False,,436,2026-08-08,https://smartnewsliberia.com/revenue-secrecy-at-lta-raises-alarm/
2026-08-03-liblaw-cj-lewis-legal-ai-liberia,Liberia Launches First Legal-Learning Artificial Intelligence ‘CJ Lewis’ to Expand Public Access to the Law,FrontPage Africa,Francis G. Boayue,2026-08-03,day,LBR,tech.ai; data.open; capacity.literacy,liblaw; ohchr,,full,False,,601,2026-08-04,https://fpa.news/liberia-launches-first-legal-learning-artificial-intelligence-cj-lewis-to-expand-public-access-to-the-law/
2026-08-03-liberia-atu-arrears-waiver-voting-rights,"Liberia Secures US$361,151 ATU Debt Waiver, Restores Voting Rights",Tech Africa News,,2026-08-03,day,LBR,gov.regional; infra.connect,african-telecommunications-union; lta-liberia,,full,False,,265,2026-08-04,https://techafricanews.com/2026/08/03/liberia-secures-us361151-atu-debt-waiver-restores-voting-rights/
2026-07-31-liberia-afdb-country-strategy-paper-2026-2031,AfDB Endorses Gov't's Reform Agenda with New Country Strategy Paper,Liberian Observer,,2026-07-31,day,LBR,gov.policy; finance.new; capacity.training,african-development-bank; ministry-of-finance-and-development-planning-liberia; world-bank; liberia-country-strategy-paper-2026-2031-afdb; liberia-country-focus-report-2026-afdb,,full,False,,1673,2026-07-31,https://www.liberianobserver.com/business/afdb-endorses-gov-ts-reform-agenda-with-new-country-strategy-paper/article_713ea72a-6ef7-4ab6-bf7c-993df27147c9.html
2026-07-30-liberia-lacc-weighs-investigation-into-lta,LACC Weighs Investigation into LTA,Liberian Observer,,2026-07-30,day,LBR,gov.discourse; data.open; infra.connect; gov.standards,liberia-anti-corruption-commission; lta-liberia; numtel-liberia; telecom-international-alliance,,full,False,,1032,2026-07-31,https://www.liberianobserver.com/news/lacc-weighs-investigation-into-lta/article_86dd65ff-724e-4440-a664-728654ea9668.html
2026-07-29-fpa-youth-manifesto-ai-boakai,Young Liberians Challenge Boakai on Artificial Intelligence. He Accepted. What Comes Next?,FrontPage Africa,,2026-07-29,day,LBR,tech.ai; gov.policy; capacity.training; gov.discourse,presidents-youth-advisory-council-liberia,,full,False,,570,2026-07-30,https://fpa.news/young-liberians-challenge-boakai-on-artificial-intelligence-he-accepted-what-comes-next/
2026-07-28-liberian-observer-24-hour-digital-economy-national-switch,Gov’t Targets 24-Hour Digital Economy to Boost Youth Creativity,Liberian Observer,,2026-07-28,day,LBR,dpi.pay; include.access; finance.budget,ministry-of-finance-and-development-planning-liberia; central-bank-of-liberia; lta-liberia; african-development-bank,,full,False,,1166,2026-07-30,https://www.liberianobserver.com/business/gov-t-targets-24-hour-digital-economy-to-boost-youth-creativity/article_29307cdc-ea0a-44aa-962a-2c66f40209ec.html
2026-07-23-propublica-us-health-data-agreements-africa-digital-colonialism,"\""Digital Colonialism\"": U.S. Demands To Access Africans' Data Raise Privacy, Sovereignty Concerns",ProPublica,,2026-07-23,day,KEN; UGA; NGA; LBR; ZMB; ZWE; GHA; COD; XAF,gov.protect; dpi.mis; geopol.usa,america-first-global-health-strategy; us-state-department; usaid; carnegie-endowment; public-citizen,sovereignty; colonialism,full,False,,3403,2026-07-24,https://www.propublica.org/article/trump-state-department-africa-uganda-aid-medical-data-privacy
2026-07-23-liberia-npa-haropa-port-smart-ports-mou,"NPA, French Port Giant Sign Smart Ports Deal",The New Dawn Liberia,,2026-07-23,day,LBR,tech.industry; dpi.govtech; finance.mou,national-port-authority-liberia; haropa-port; reset-strategic-plan-2025-2030-liberia,,full,False,,419,2026-07-31,https://www.thenewdawnliberia.com/npa-french-port-giant-sign-smart-ports-deal/
2026-07-23-liberia-lta-commissioner-honnah-expanding-digital-access,Commissioner Honnah Reaffirms Liberia Telecom Authority's Commitment to Expanding Digital Access,Liberia Broadcasting System (ELBC),,2026-07-23,day,LBR,infra.connect; dpi.registry; infra.store; gov.policy; dpi.id,lta-liberia; ministry-of-posts-and-telecommunications-liberia; central-bank-of-liberia; national-identification-registry-liberia; liberia-technology-summit-2026,,full,False,,899,2026-07-31,https://elbcnews.com/2026/07/23/commissioner-honnah-reaffirms-liberia-telecom-authoritys-commitment-to-expanding-digital-access/
2026-07-23-liberia-lantern-wins-2026-technology-summit,Lantern Shines Brightest As 2026 Tech Summit Ends,Liberian Observer,,2026-07-23,day,LBR,tech.innovate; infra.cybersec; capacity.training,lantern; kronyx; liberia-technology-summit-2026; ministry-of-posts-and-telecommunications-liberia,sovereignty,full,False,,961,2026-07-31,https://www.liberianobserver.com/news/lantern-shines-brightest-as-2026-tech-summit-ends/article_14913b31-0736-4a07-bc38-29c6e5f79d54.html
2026-07-23-fpa-undp-liberia-tech-summit,UNDP Reaffirms Commitment to Liberia’s Digital Transformation at Tech Summit,FrontPage Africa,,2026-07-23,day,LBR,dpi.govtech; capacity.training; tech.ai,undp; otdi-liberia; central-bank-of-liberia; orange-liberia,,full,False,,687,2026-07-30,https://fpa.news/undp-reaffirms-commitment-to-liberias-digital-transformation-at-tech-summit/
2026-07-22-liberia-tech-summit-day,Boakai Declares July 21 'Liberia Technology Summit Day' to Drive Digital Transformation,Daily Observer (Liberia),,2026-07-22,day,LBR,gov.policy,otdi-liberia,,full,False,,911,2026-07-23,https://www.liberianobserver.com/news/boakai-declares-july-21-liberia-technology-summit-day-to-drive-digital-transformation/article_4730adf4-c2ea-42fe-b747-0a8a3ff67a05.html
2026-07-22-liberia-strips-starcell-of-operating-license,Liberia strips Starcell of operating license,Connecting Africa,,2026-07-22,day,LBR,infra.connect; gov.legislate; gov.protect,lta-liberia; starcell-international-liberia; orange-liberia,,full,False,,446,2026-07-23,https://www.connectingafrica.com/regulation/liberia-strips-starcell-of-operating-license
2026-07-22-liberia-boakai-digital-transformation-agenda-summit,"Liberia: President Boakai Unveils Digital Transformation Agenda, Says Liberia Must Embrace Technology or Risk Falling Behind",allAfrica.com (syndicated),J.H. Webster Clayeh,2026-07-22,day,LBR,gov.policy; dpi.govtech,otdi-liberia; lta-liberia; ministry-of-state-liberia; ministry-of-posts-and-telecommunications-liberia; liberia-technology-summit-2026,,full,False,,875,2026-07-23,https://allafrica.com/stories/202607220352.html
2026-07-20-liberia-sommet-technologie-monrovia,Numérique : le Liberia organise son sommet de la technologie à Monrovia,We Are Tech Africa,,2026-07-20,day,LBR,gov.policy; tech.ai; infra.cybersec; dpi.govtech,ministry-of-state-liberia; liberia-technology-summit-2026,,full,False,,328,2026-07-20,https://www.wearetech.africa/fr/fils/breves/breves-simple/numerique-le-liberia-organise-son-sommet-de-la-technologie-a-monrovia
2026-07-17-lta-telecom-reforms-star-cell-revoked-fpa,"Liberia: LTA Unveils Sweeping Telecom Reforms, Revokes Star Cell License After Six Years of Inactivity",FrontPage Africa,,2026-07-17,day,LBR,infra.connect; gov.legislate; gov.policy; gov.protect; include.access,lta-liberia; starlink,sovereignty,full,False,,516,2026-07-18,https://fpa.news/liberia-lta-unveils-sweeping-telecom-reforms-revokes-star-cell-license-after-six-years-of-inactivity/
