indicator_id,progress,summary,developments,row_ids
gov.regional--shared-regional-infrastructure,Advanced,"A [free-roaming arrangement with two neighbours](2026-04-27-techreviewafrica-senegal-togo-benin-free-roaming) took effect in April 2026, about four months late against the regional deadline.","It was signed at the capital and took effect on 24 April 2026 under a regional regulation of December 2017 ([roaming](2026-04-27-techreviewafrica-senegal-togo-benin-free-roaming), [borders](2026-04-26-benin-senegal-togo-roaming-sans-frontieres), [strategy](2024-10-09-ecowas-19th-ministerial-meeting-adopts-digital-sector-development-strategy)).

No traffic or price effect has been published. A regulation adopted in 2017 and applied in 2026 is the measure of how long regional harmonisation takes to reach a subscriber here.",TGO-infra.connect-ecowas-free-roaming-arrangement-with
gov.regional--regional-policy-collaboration,Advanced,"An [African centre for coordination and research in cybersecurity](2026-04-01-watra-cybersecurity-working-group-final-report) is named as the strategic culmination of a bilateral programme, and the country is a founding government of a [pan-African language artificial-intelligence coalition](2026-07-31-gsma-atlas-umoja-ai-launch).","Chad drew on the Togolese experience of deploying agricultural digital solutions ([visit](2026-09-01-togoofficiel-fsrp-agri-numerique-tchad-visite)).

The cybersecurity centre is named in a regional working-group report which gives no host, no date, no budget and no constituting instrument ([centre](2026-04-01-watra-cybersecurity-working-group-final-report)).

The language coalition launched at a continental telecommunications conference with the digital ministry a founding government; no national deliverable, budget, dataset commitment or timetable is on file, and the base holds no statement on how it relates to the country's own fifty-language project ([coalition](2026-07-31-gsma-atlas-umoja-ai-launch), [declaration](2026-07-24-gsma-abuja-declaration-meaningful-connectivity-atlas-umoja), [initiative](2026-07-28-la-gsma-lance-une-initiative-pour-developper-l-ia-en-langues-africaines)).",TGO-infra.cybersec-african-centre-for-coordination-and|TGO-tech.ai-pan-african-african-language-artificial|TGO-digital.rural-agricultural-digital-solutions-export
finance.new--development-partner-project-financing,Advanced,"A [digital acceleration project](2024-12-18-wb-tgo-001-togo-digital-acceleration-project) has disbursed US$13,992,856 of US$100,000,000, and an [additional US$20,000,000](2026-07-17-togo-world-bank-vision-2040-financement) was signed for the identity programme inside a five-agreement package.","The disbursement is a single portal point rather than a series, and the government told project coordinators in July 2026 that disbursement rates would no longer count as performance ([project](2024-12-18-wb-tgo-001-togo-digital-acceleration-project), [funding](2024-12-18 Togo - $100 Million in Funding to Accelerate Digital Transformation)).

The identity top-up was signed in July 2026 inside a package of US$429,000,000 ([top-up](2026-07-17-togo-world-bank-vision-2040-financement)); the implementation report gives a phase-two closing date of 30 July 2026 and no held source restates or extends it alongside the top-up ([top-up](2026-07-17-togo-world-bank-vision-2040-financement), [identity](2026-01-01-world-bank-tgo-2026-wuri-digital-id-top-up-bw15), [regional](2024-03-06 1 step forward, 3 steps back for West Africa's regional digital ID projects)).

A public administration service-delivery modernisation project is named as live at the same portfolio review, and the base holds the name and nothing else ([modernisation](2026-07-30-togo-gouvernement-renforce-suivi-projets-banque-mondiale)). A financial governance programme closed at the end of June 2026, digitisation being one component rather than its purpose ([governance](2026-05-20-togo-giz-projet-bonne-gouvernance-financiere-cloture)).",TGO-finance.new-togo-digital-acceleration-project|TGO-finance.new-regional-unique-identification-programme-togolese|TGO-finance.new-public-administration-service-delivery-modernisation|TGO-finance.new-good-financial-governance-programme
finance.budget--sustainable-domestic-financing-of-digital-transformation,No change,"Two phases of [electronic-governance support to the financial administration](2025-01-01-kfw-tgo-001-e-governance-fur-effiziente-finanzverwaltung-ii-efficient) run to 2028, the second financing fibre extension and the connection of town halls, hospitals and schools.","The second phase was committed in 2025 and finances fibre extension and the connection of town halls, hospitals and schools ([second phase](2025-01-01-kfw-tgo-001-e-governance-fur-effiziente-finanzverwaltung-ii-efficient)), the first in 2024 ([first phase](2024-01-01-kfw-tgo-002-e-governance-fur-effiziente-finanzverwaltung)), both at year precision and both running to 2028.

A bilateral digital transformation programme was committed in 2022 and runs to 2028 ([bilateral](2022-01-01-bmz-tgo-001-digitale-transformation-digital-transformation-in-togo)).

Every financing in this unit is external. No domestic appropriation for digital transformation appears anywhere in the ledger, which is the limit on what this indicator can say about sustainability.",TGO-finance.new-electronic-governance-support-to-the|TGO-finance.new-electronic-governance-support-to-the-2|TGO-finance.new-bilateral-digital-transformation-programme
finance.new--mobilisation-of-non-state-finance,No change,"A [EUR 50,000,000 senior loan](2024-01-01-ifc-tgo-001-axian-togo-togocom-telecom-expansion-loan) plus up to EUR 72,000,000 mobilised is the largest private telecoms financing in the country.","The loan started in May 2024 and is recorded active and invested; the disbursed figure and the 2034 end year are base-imputed patches rather than lender-reported ([loan](2024-01-01-ifc-tgo-001-axian-togo-togocom-telecom-expansion-loan)).

It is the only private-capital instrument of scale in this ledger, and its terms are known through a development finance institution's record rather than through either party.",TGO-finance.new-telecom-expansion-loan-to-the
finance.mou--strategic-relationships,Advanced,"An [indicative cooperation programme with Luxembourg for 2026-2031](2026-07-21-togo-luxembourg-appui-transformation-numerique-cybersecurite) was signed in a three-accord package carrying EUR 78,550,000, including a [cybersecurity programme](2026-07-21-togo-luxembourg-appui-transformation-numerique-cybersecurite).","The programme was signed at the capital alongside two other accords; the euro is the announcing currency, the dollar figure in circulation is a publisher's rounding rather than a dated conversion, and the two accounts date the signing a day apart ([programme](2026-07-21-togo-luxembourg-appui-transformation-numerique-cybersecurite), [accords](2026-07-16-togo-luxembourg-accords-cybersecurite), [record](2026-01-01-luxembourg-development-cooperation-tgo-2026-digital-cyber-accords-bw15)).

The cybersecurity component's digital and cyber share of the package is not separately quantified ([cyber](2026-07-21-togo-luxembourg-appui-transformation-numerique-cybersecurite), [agreement](2026-07-16-togo-luxembourg-accords-cybersecurite)).

A card and merchant partnership with a global payment network names the country among five markets; it is company-announced through a press wire and the principals' own release is not held ([card](2025-11-29-axian-mastercard-digital-payments-partnership-techreviewafrica)).",TGO-finance.mou-indicative-cooperation-programme-with-luxembourg|TGO-infra.cybersec-togocyber|TGO-finance.mou-card-and-merchant-partnership-with
infra.connect--mobile-penetration,No change,"[Fifth-generation service on 100 MHz](2026-04-01-watra-5g-deployment-and-policy-framework) has been commercial since 2020, restated in a regional regulators' survey, and a [licence for internet-of-things networks](2026-08-05-les-grandes-decisions-du-conseil-des-ministres-du-4-aout-2026) was authorised by decree.","The fifth-generation launch date is held at year precision, and both sources are regional reports faceted to West Africa, so a national query misses them ([service](2026-04-01-watra-5g-deployment-and-policy-framework), [report](2026-04-01-watra-infrastructure-development-working-group-report-2023-2025)).

The internet-of-things licence decree was adopted in August 2026; it authorises the grant rather than recording it, and no licence number, fee, coverage obligation or ownership of the licensee is published ([licence](2026-08-05-les-grandes-decisions-du-conseil-des-ministres-du-4-aout-2026)).

No subscriber, coverage or population-served figure for mobile service appears anywhere in this ledger.",TGO-infra.connect-5g-service-on-100-mhz|TGO-infra.connect-e-space-togo-iot-licence
infra.connect--satellite-broadband-licensing-and-availability,No change,"A [satellite licence](2026-05-19-le360-starlink-operationnel-dans-un-pays-africain-sur-deux) has not been granted twelve months after the operator listed the country as available, and [spectrum royalties for satellite and machine-to-machine services](2026-07-31-togo-conseil-des-ministres-30-juillet-2026-communique) were amended by decree.","The operator lists the country as available from 2026 with no licence granted; twelve months without movement is the finding, and the regulator has issued no statement on any application ([licence](2026-05-19-le360-starlink-operationnel-dans-un-pays-africain-sur-deux), [regulation](2025-01-14-togo-techs-tg-starlink-en-afrique-espoirs-et-regulation), [coverage](2025-05-07-togo-isoc-gouvernance-numerique-connecter-les-zones-oubliees)).

The royalty amendment was adopted in July 2026 and framed as encouraging innovation and connectivity; the parent decree is held only as an image scan with no text layer, so the baseline rates are unreadable ([royalties](2026-07-31-togo-conseil-des-ministres-30-juillet-2026-communique), [adjustment](2026-07-31-togo-ajuste-reglementation-redevances-radioelectriques-innovation-connectivite)).

Adjusting satellite spectrum royalties while granting no satellite licence is the sequence the record shows.",TGO-infra.connect-starlink-licence|TGO-digital.rural-spectrum-royalties-for-satellite-and
infra.connect--international-internet-bandwidth,Advanced,"[Capacity on a second submarine system](2026-07-15 CSquared boosts internet by integrating with 2Africa West cable) was added for route diversity, on a pan-regional account with no country-specific figure.","The country is one of eleven places tagged in the account, and no national capacity, price or route figure is published ([capacity](2026-07-15 CSquared boosts internet by integrating with 2Africa West cable), [fibre pair](2022-03-01 Liquid Intelligent acquires Google's fiber pair to improve offers), [ownership](2025-10-20 Redefining competition and submarine cable ownership Equiano, MainOne, and the making of middlemen)).

Route diversity on the subsea leg is real and unquantified here. It is the only international-capacity item in the ledger.",TGO-infra.connect-west-africa-subsea-backbone-with
infra.store--local-data-centre-capacity-all-providers,No change,"A [national data centre](2026-06-02 SIN, ST Digital to deploy cloud services at Lomé data center) is certified to the third tier and wholly owned by a state company, with no commissioning date, capacity, utilisation or customer figure anywhere in the base.","The certification and state ownership are as reported ([centre](2026-06-02 SIN, ST Digital to deploy cloud services at Lomé data center)).

Nothing else about it is published. A tier-three facility in state hands with no capacity figure is the whole of the country's hosting record on the physical side.",TGO-infra.store-lome-data-centre
infra.store--local-data-centre-capacity-national-providers,Advanced,"A [sovereign private cloud](2026-06-02 SIN, ST Digital to deploy cloud services at Lomé data center) is being deployed at the national data centre under a partnership between the state operator and a pan-African group.","The partnership was signed in June 2026 and no launch date, capacity or price is published ([cloud](2026-06-02 SIN, ST Digital to deploy cloud services at Lomé data center), [group](2025-08-12-st-digital-sovereign-tier-iii-data-center-techafricanews)).

No source relates it to the separate facility the same group had announced building in the country, so whether this is one project or two is unestablished.",TGO-infra.store-sovereign-private-cloud-at-the
infra.cybersec--national-cybersecurity-readiness,Advanced,"A [cybersecurity agency](2026-07-21-togo-luxembourg-appui-transformation-numerique-cybersecurite) and a [response team](2026-08-20-savoirnews-togo-cert-tg-piratage-comptes-en-ligne) operate under a [strategy for 2024-2028](2025-11-03-3000-jeunes-formes-reflexes-numeriques) whose text is not held, and [handled incidents rose from 39,168 in 2021 to 181,088 in 2024](2026-08-03-togo-confiance-numerique-ancy-incidents-2021-2024).","The agency was created by cybersecurity and cybercrime amendments of June 2022; the creation date rests on a one-line mention in a lender implementation report and the constituting amendments are not held ([agency](2026-07-21-togo-luxembourg-appui-transformation-numerique-cybersecurite), [training](2025-11-03-3000-jeunes-formes-reflexes-numeriques)).

The response team issued a high-severity alert on an active account-compromise campaign in August 2026; no incident-response profile, incident report, annual report or count of affected accounts is held ([team](2026-08-20-savoirnews-togo-cert-tg-piratage-comptes-en-ligne), [alert](2026-08-19-republicoftogo-ancy-alerte-compromission-comptes), [defence](2026-07-29-palakiyem-assih-chairman-cyber-defense-africa)).

The incident figures are endpoint years given by the agency's director-general with none for 2022, 2023 or 2025, no definition of an incident and no primary ([incidents](2026-08-03-togo-confiance-numerique-ancy-incidents-2021-2024)); the strategy running 2024 to 2028 is held at year precision with no document and no adoption date ([strategy](2025-11-03-3000-jeunes-formes-reflexes-numeriques)).",TGO-infra.cybersec-agence-nationale-de-la-cybersecurite|TGO-infra.cybersec-cert-tg|TGO-infra.cybersec-cyber-incidents-handled|TGO-infra.cybersec-national-cybersecurity-strategy-2024-2028
dpi.exchange--national-data-exchange-system,No change,"Three [source-code licensing agreements](2024-06-20-kazakhstan-nitec-togo-atd-egov-licensing) for electronic-government software were signed with a foreign state agency in June 2024, and neither government published its own announcement.","They are known only through foreign business press and domestic trade press ([agreements](2024-06-20-kazakhstan-nitec-togo-atd-egov-licensing)).

No system name, deployment, value or deliverable follows them. Acquiring source code for government platforms is a substantial sovereignty decision, and the only account of it comes from the press of the two countries involved.",TGO-dpi.exchange-government-electronic-government-software-licensing
dpi.id--registration-of-entire-population,Advanced,"[More than six million unique identification numbers and biometric cards](2026-04-23-togo-6-millions-niu-fin-2025) were reported at end-December 2025, a rounded floor rather than a precise count.","Enrolment campaigns ran region by region through 2025 and 2026, and enrolled, number issued and card delivered are one counter because the card is handed over at the campaign ([numbers](2026-04-23-togo-6-millions-niu-fin-2025), [platform](2026-04-27-biometricupdate-togo-6m-niu-mosip), [campaign](2026-01-23-identification-biometrique-zio-18-fevrier), [phase](2025-11-19 Togo Advances Digital ID Program With New Enrollment Phase in Maritime Region)).

The figure comes from the government's own second-half 2025 reform-implementation report, which is not held ([count](2026-04-23-togo-6-millions-niu-fin-2025)).

That the three stages collapse into one counter is unusually clean for this frame — most units in it report enrolment and issuance separately and cannot reconcile them.",TGO-dpi.id-numero-d-identification-unique-and|TGO-dpi.id-unique-identification-numbers-held
dpi.pay--p2p-p2g-and-p2b-functionality,"Mixed, six institutions authorised on the regional instant platform while the mandatory connection deadline slipped by three months","[Six institutions](2026-03-06-bceao-six-acteurs-pi-spi-togo) are on the central bank's list authorised to open instant-payment services to the public, and the [mandatory connection deadline](2026-07-07-bceao-prolonge-delais-pi-spi) moved from June to September 2026.","Integrated, operational, committed and authorised to open to the public are four different claims across four accounts, and the counts are not one series ([authorised](2026-03-06-bceao-six-acteurs-pi-spi-togo), [institutions](2025-08-04-togo-7-institutions-pi-spi-bceao), [launch](2025-10-01 BCEAO Launches Instant Payments Platform in Togo with Three Banks), [sandbox](2025-11-18 BCEAO Launches Developer Sandbox for Instant Payments), [platform](2026-04-14-mixx-togo-pi-spi-uemoa)).

The deadline moved to 30 September 2026 for banks, electronic-money issuers and payment institutions and to 30 June 2027 for microfinance institutions; the extension source is union-wide and binds domestic institutions by construction, with no national report of it held ([extension](2026-07-07-bceao-prolonge-delais-pi-spi), [original](2026-04-03-bceao-adhesion-pi-spi-30-juin)).

Four incompatible descriptions of participation and a slipped deadline are what the record supports; a single participation figure would be manufactured.",TGO-dpi.pay-waemu-instant-payment-platform-togolese|TGO-dpi.pay-mandatory-connection-deadline-for-the
dpi.pay--g2p-functionality,Advanced,"[Retirement allowances began digital disbursement](2026-08-04-togo-cgar-dematerialisation-paiements-allocations-retraite) in July 2026 with registration of payment details required by 31 August, and no alternative is stated for a beneficiary without a bank account, a handset or an identity document.","No beneficiary count, disbursed value or registration rate is published ([allowances](2026-08-04-togo-cgar-dematerialisation-paiements-allocations-retraite)).

A treasury interoperable prepaid card was announced with no launch timetable; two regional precedents exist but the central bank's own register counted only two treasury issuers at end-2024, which a three-state account does not match ([card](2026-07-24-togofirst-prepaid-cards-digitize-public-payments)).

The regional guide to electronic-money issuance by public treasuries settles closed-loop issuance, a dedicated escrow for holders' funds and a complaints route, requires tariff disclosure and sets no fee cap ([guide](2021-04-01-bceao-guide-emission-monnaie-electronique-tresors-publics-umoa)). A hard registration deadline with no stated fallback is the access question this unit does not answer.",TGO-dpi.pay-retirement-allowance-payment-digitisation|TGO-dpi.pay-treasury-interoperable-prepaid-card|TGO-dpi.pay-regional-guide-to-electronic-money
dpi.pay--population-uptake,Advanced,"[Electronic-money accounts](2026-03-18-togo-comptes-monnaie-electronique-progression) were measured by the central bank to end-2024 and published in 2026, and [mobile-money subscribers and transaction value](2026-07-08-moov-africa-togo-mobile-money-services) come from regulator figures for the third quarter of 2025.","The central bank observation is two years old at the point of its publication inside the window ([accounts](2026-03-18-togo-comptes-monnaie-electronique-progression)), and the regulator figures reach the base relayed through a report on an operator product launch ([subscribers](2026-07-08-moov-africa-togo-mobile-money-services)).

A new wallet entered service in October 2025 with a partner bank under regional electronic-money rules, built on the operator's acquisition of a foreign fintech, with no user or transaction figure on file ([wallet](2025-10-15-gozem-money-entre-en-service)), and an operator extended its mobile-money services at a launch event in July 2026 ([extension](2026-07-08-moov-africa-togo-mobile-money-services)).

Neither uptake measure is current and neither product carries a figure, so the direction of use here is not establishable.",TGO-dpi.pay-electronic-money-accounts|TGO-dpi.pay-mobile-money-subscribers-and-transaction|TGO-dpi.pay-gozem-money|TGO-include.access-mobile-money-service-extension
dpi.pay--cross-border-functionality,Advanced,"An [instant international payment service](2025-10-31 Ecobank launches instant international payment service in Togo) launched with the country as its first market, a [full-service payment institution licence](2026-02-17-techcabal-semoa-bceao-licence) was granted to a domestic fintech, and a [cross-border payments platform](2026-08-19-wearetech-lideflow-esso-dong-djafalo-paiements-transfrontaliers) was profiled.","The bank-led service launched in October 2025 with the country as first market, distinct from the central bank's platform ([service](2025-10-31 Ecobank launches instant international payment service in Togo)).

The payment institution licence was granted under the regional instruction in February 2026; the source is captured as a paywalled newsletter body ([licence](2026-02-17-techcabal-semoa-bceao-licence)).

A cross-border payments platform founded in 2024 was profiled by a technology outlet, and no transaction volume, corridor count, licence or customer figure is stated ([platform](2026-08-19-wearetech-lideflow-esso-dong-djafalo-paiements-transfrontaliers)).",TGO-include.access-instant-international-payment-service|TGO-include.access-full-service-payment-institution-licence|TGO-dpi.pay-lideflow-cross-border-payments
dpi.pay--consumer-protection,Advanced,"A [national consumer-rights outreach tour](2026-08-19-atop-arcep-togo-consommateurs-savanes-droits) reached its seventh edition across August 2026, covering mobile-money fraud and service satisfaction, with no attendance, complaint or outcome figure published.","The seventh edition ran 3 to 28 August 2026 through the regions, with stages covering mobile-money fraud and consumer satisfaction ([tour](2026-08-19-atop-arcep-togo-consommateurs-savanes-droits), [fraud](2026-08-14-togo-arcep-bassar-mobile-money-fraud-consumer-rights), [satisfaction](2026-08-13-togo-arcep-atakpame-consumer-satisfaction-critique), [regions](2026-08-09-togo-arcep-consumer-rights-kozah-assoli-binah)).

No attendance figure, complaint volume or outcome measure for the tour is published. Seven editions of a regulator-run outreach programme with no published complaint series is the shape of consumer protection here.",TGO-gov.discourse-consumer-rights-outreach-tour
dpi.registry--civil-register,Advanced,"A [second birth-registration catch-up campaign](2026-08-02-togo-deuxieme-campagne-rattrapage-enregistrement-naissances) was launched in July 2026, and an [online civil-status certificate service](2025-12-16 Digitalisation - civil status act requests now possible online) is still a pilot in five communes.","The report of the second campaign gives two incompatible reach figures — 6,461 on the ministry's account against nearly 7,400 on the supporting organisation's — unreconciled ([campaign](2026-08-02-togo-deuxieme-campagne-rattrapage-enregistrement-naissances)).

The online certificate service launched in five pilot communes in December 2025 and remains a pilot on the record held, with no dated extension and no completion date for national rollout ([service](2025-12-16 Digitalisation - civil status act requests now possible online), [platform](2025-12-17 Togo Expands Public Service Digitisation With Online Civil Registry Platform)).

The 2009 civil registration law under which both operate is under review, with proposals due before the end of 2026.",TGO-dpi.registry-birth-registration-catchup-campaign|TGO-dpi.registry-online-civil-status-certificate-service
dpi.registry--electoral-register,No change,The [electoral register](2025-04-02 Municipal elections in Togo - revision of electoral rolls begins 7 April) was revised nationwide over two weeks in April 2025 under a presidential decree.,"The revision ran 7 to 23 April 2025 ([revision](2025-04-02 Municipal elections in Togo - revision of electoral rolls begins 7 April)).

It is a register separate from the identity agency's system, and the two must never be summed. Nothing on the record connects the six million identity numbers to electoral registration, and no source states whether the two will be reconciled.",TGO-dpi.registry-electoral-register
dpi.registry--address-register,Advanced,"A [single window for infrastructure mapping](2026-04-03-guichet-unique-cartographie-infrastructures-centipos) and a [national satellite-positioning correction network](2026-04-03-guichet-unique-cartographie-infrastructures-centipos) were launched together, and [urban addressing in the capital](2025-12-18 Urban addressing - modernisation effort) began modernisation.","The single window and the correction network were both launched at the capital in April 2026. No legal obligation to declare works, no user count and no data-governance or access terms are on file for the window ([window](2026-04-03-guichet-unique-cartographie-infrastructures-centipos)), and no cost, operator, subscription model or availability figure for the correction network ([network](2026-04-03-guichet-unique-cartographie-infrastructures-centipos)).

Urban addressing modernisation in the capital began after updating the geographic address database of thirteen communes, with no completion date, address count, budget or operator, from a single source with no update since ([addressing](2025-12-18 Urban addressing - modernisation effort)).

A positioning correction network is the piece of national infrastructure that makes precise addressing and cadastral work possible, and it is recorded with no operator named.",TGO-dpi.registry-single-window-for-infrastructure-mapping|TGO-dpi.registry-national-satellite-positioning-correction-network|TGO-digital.localgov-urban-addressing-in-greater-lome
